lab,subid,test,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
babylab-potsdam,b7139,1,training,train2,-2,17.102,18,noerror,NA,NA
babylab-potsdam,b7139,1,training,train1,-1,16.925,17.995,noerror,NA,NA
babylab-potsdam,b7139,1,ADS,ADS1,1,17.09,18,noerror,NA,NA
babylab-potsdam,b7139,1,IDS,IDS1,2,16.093,17.415,noerror,NA,NA
babylab-potsdam,b7139,1,ADS,ADS2,3,15.219,18,noerror,NA,NA
babylab-potsdam,b7139,1,IDS,IDS2,4,9.904,12.043,noerror,NA,NA
babylab-potsdam,b7139,1,IDS,IDS3,5,16.851,18,noerror,NA,NA
babylab-potsdam,b7139,1,ADS,ADS3,6,6.659,8.422,noerror,NA,NA
babylab-potsdam,b7139,1,ADS,ADS4,7,13.285,18,noerror,NA,NA
babylab-potsdam,b7139,1,IDS,IDS4,8,6.405,6.405,noerror,NA,NA
babylab-potsdam,b7139,1,IDS,IDS5,9,13.075,13.646,noerror,NA,NA
babylab-potsdam,b7139,1,ADS,ADS5,10,7.281,9.501,noerror,NA,NA
babylab-potsdam,b7139,1,IDS,IDS6,11,4.047,4.848,noerror,NA,NA
babylab-potsdam,b7139,1,ADS,ADS6,12,11.434,16.3,noerror,NA,NA
babylab-potsdam,b7139,1,ADS,ADS7,13,16.386,17.974,noerror,NA,NA
babylab-potsdam,b7139,1,IDS,IDS7,14,7.577,9.694,noerror,NA,NA
babylab-potsdam,b7139,1,IDS,IDS8,15,5.968,7.244,noerror,NA,NA
babylab-potsdam,b7139,1,ADS,ADS8,16,8.843,10.93,noerror,NA,NA
babylab-potsdam,b7139,2,training,train2,-2,14.033,17.499,noerror,NA,NA
babylab-potsdam,b7139,2,training,train1,-1,9.771,11.281,noerror,NA,NA
babylab-potsdam,b7139,2,ADS,ADS1,1,10.978,12.551,noerror,NA,NA
babylab-potsdam,b7139,2,IDS,IDS1,2,16.292,16.292,noerror,NA,NA
babylab-potsdam,b7139,2,ADS,ADS2,3,4.435,6.321,noerror,NA,NA
babylab-potsdam,b7139,2,IDS,IDS2,4,12.789,18.001,noerror,NA,NA
babylab-potsdam,b7139,2,IDS,IDS3,5,8.814,11.934,noerror,NA,NA
babylab-potsdam,b7139,2,ADS,ADS3,6,5.993,9.032,noerror,NA,offline correction - experimenter error - subtraction of 596 ms based on logsheet and video- child was not looking
babylab-potsdam,b7139,2,ADS,ADS4,7,1.766,1.766,noerror,NA,NA
babylab-potsdam,b7139,2,IDS,IDS4,8,5.556,6.915,noerror,NA,NA
babylab-potsdam,b7139,2,IDS,IDS5,9,11.752,18,noerror,NA,NA
babylab-potsdam,b7139,2,ADS,ADS5,10,3.46,4.263,noerror,NA,NA
babylab-potsdam,b7139,2,IDS,IDS6,11,3.476,4.721,noerror,NA,NA
babylab-potsdam,b7139,2,ADS,ADS6,12,2.263,2.263,noerror,NA,NA
babylab-potsdam,b7139,2,ADS,ADS7,13,1.985,1.985,noerror,NA,NA
babylab-potsdam,b7139,2,IDS,IDS7,14,8.669,13.901,noerror,NA,NA
babylab-potsdam,b7139,2,IDS,IDS8,15,1.371,1.371,noerror,NA,NA
babylab-potsdam,b7139,2,ADS,ADS8,16,3.441,4.417,noerror,NA,NA
babylab-potsdam,b7140,1,training,train1,-2,17.192,18,noerror,NA,NA
babylab-potsdam,b7140,1,training,train2,-1,15.427,18,noerror,NA,NA
babylab-potsdam,b7140,1,IDS,IDS1,1,17.032,18.001,noerror,NA,NA
babylab-potsdam,b7140,1,ADS,ADS1,2,4.061,4.061,noerror,NA,NA
babylab-potsdam,b7140,1,IDS,IDS2,3,5.273,5.273,noerror,NA,NA
babylab-potsdam,b7140,1,ADS,ADS2,4,8.093,10.264,noerror,NA,NA
babylab-potsdam,b7140,1,ADS,ADS3,5,4.662,4.662,noerror,NA,NA
babylab-potsdam,b7140,1,IDS,IDS3,6,17.088,18,noerror,NA,NA
babylab-potsdam,b7140,1,IDS,IDS4,7,3.209,3.209,noerror,NA,NA
babylab-potsdam,b7140,1,ADS,ADS4,8,14.805,18,noerror,NA,NA
babylab-potsdam,b7140,1,ADS,ADS5,9,14.745,18,noerror,NA,NA
babylab-potsdam,b7140,1,IDS,IDS5,10,9.429,9.975,noerror,NA,NA
babylab-potsdam,b7140,1,ADS,ADS6,11,14.465,18,noerror,NA,NA
babylab-potsdam,b7140,1,IDS,IDS6,12,5.319,5.319,noerror,NA,NA
babylab-potsdam,b7140,1,IDS,IDS7,13,14.827,18,noerror,NA,NA
babylab-potsdam,b7140,1,ADS,ADS7,14,0.78,0.78,noerror,NA,NA
babylab-potsdam,b7140,1,ADS,ADS8,15,6.44,7.876,noerror,NA,NA
babylab-potsdam,b7140,1,IDS,IDS8,16,15.471,17.064,noerror,NA,NA
babylab-potsdam,b7140,2,training,train1,-2,17.944,17.944,noerror,NA,NA
babylab-potsdam,b7140,2,training,train2,-1,7.217,7.217,noerror,NA,NA
babylab-potsdam,b7140,2,IDS,IDS1,1,16.177,17.937,noerror,NA,NA
babylab-potsdam,b7140,2,ADS,ADS1,2,2.593,2.593,noerror,NA,NA
babylab-potsdam,b7140,2,IDS,IDS2,3,2.225,2.225,noerror,NA,NA
babylab-potsdam,b7140,2,ADS,ADS2,4,11.193,18,noerror,NA,NA
babylab-potsdam,b7140,2,ADS,ADS3,5,2.924,2.924,noerror,NA,NA
babylab-potsdam,b7140,2,IDS,IDS3,6,5.584,7.092,noerror,NA,NA
babylab-potsdam,b7140,2,IDS,IDS4,7,2.479,2.479,noerror,NA,NA
babylab-potsdam,b7140,2,ADS,ADS4,8,3.559,4.976,noerror,NA,NA
babylab-potsdam,b7140,2,ADS,ADS5,9,1.986,1.986,noerror,NA,NA
babylab-potsdam,b7140,2,IDS,IDS5,10,10.114,12.512,noerror,NA,NA
babylab-potsdam,b7140,2,ADS,ADS6,11,1.666,1.666,noerror,NA,NA
babylab-potsdam,b7140,2,IDS,IDS6,12,5.694,7.651,noerror,NA,NA
babylab-potsdam,b7140,2,IDS,IDS7,13,10.752,14.796,noerror,NA,NA
babylab-potsdam,b7140,2,ADS,ADS7,14,4.117,6.154,noerror,NA,NA
babylab-potsdam,b7140,2,ADS,ADS8,15,2.61,3.105,noerror,NA,NA
babylab-potsdam,b7140,2,IDS,IDS8,16,2.511,2.511,noerror,NA,NA
babylab-potsdam,b7145,1,training,train1,-2,16.858,18,noerror,NA,NA
babylab-potsdam,b7145,1,training,train2,-1,10.496,12.436,noerror,NA,NA
babylab-potsdam,b7145,1,IDS,IDS5,1,11.185,11.649,noerror,NA,NA
babylab-potsdam,b7145,1,ADS,ADS5,2,10.899,11.74,noerror,NA,NA
babylab-potsdam,b7145,1,ADS,ADS7,3,10.833,11.986,noerror,NA,NA
babylab-potsdam,b7145,1,IDS,IDS7,4,15.231,15.231,noerror,NA,NA
babylab-potsdam,b7145,1,ADS,ADS1,5,13.544,14.703,noerror,NA,NA
babylab-potsdam,b7145,1,IDS,IDS1,6,12.234,14.082,noerror,NA,NA
babylab-potsdam,b7145,1,ADS,ADS3,7,4.151,4.151,noerror,NA,NA
babylab-potsdam,b7145,1,IDS,IDS3,8,5.267,5.267,noerror,NA,NA
babylab-potsdam,b7145,1,ADS,ADS2,9,3.781,3.781,noerror,NA,NA
babylab-potsdam,b7145,1,IDS,IDS2,10,4.365,4.365,noerror,NA,NA
babylab-potsdam,b7145,1,IDS,IDS4,11,10.013,11.512,noerror,NA,NA
babylab-potsdam,b7145,1,ADS,ADS4,12,3.514,3.514,noerror,NA,NA
babylab-potsdam,b7145,1,IDS,IDS6,13,3.042,3.042,noerror,NA,NA
babylab-potsdam,b7145,1,ADS,ADS6,14,2.837,2.837,noerror,NA,NA
babylab-potsdam,b7145,1,IDS,IDS8,15,6.744,7.526,noerror,NA,NA
babylab-potsdam,b7145,1,ADS,ADS8,16,4.86,4.86,noerror,NA,NA
babylab-potsdam,b7145,2,training,train1,-2,9.904,9.904,noerror,NA,NA
babylab-potsdam,b7145,2,training,train2,-1,2.935,2.935,noerror,NA,NA
babylab-potsdam,b7145,2,IDS,IDS5,1,9.035,9.035,noerror,NA,NA
babylab-potsdam,b7145,2,ADS,ADS5,2,8.278,9.954,noerror,NA,NA
babylab-potsdam,b7145,2,ADS,ADS7,3,8.794,10.729,noerror,NA,NA
babylab-potsdam,b7145,2,IDS,IDS7,4,6.078,6.078,noerror,NA,NA
babylab-potsdam,b7145,2,ADS,ADS1,5,4.129,4.129,noerror,NA,NA
babylab-potsdam,b7145,2,IDS,IDS1,6,4.875,4.875,noerror,NA,NA
babylab-potsdam,b7145,2,ADS,ADS3,7,4.391,4.391,noerror,NA,NA
babylab-potsdam,b7145,2,IDS,IDS3,8,7.376,7.376,noerror,NA,NA
babylab-potsdam,b7145,2,ADS,ADS2,9,6.637,6.637,noerror,NA,NA
babylab-potsdam,b7145,2,IDS,IDS2,10,3.831,3.831,noerror,NA,NA
babylab-potsdam,b7145,2,IDS,IDS4,11,18,18,noerror,NA,NA
babylab-potsdam,b7145,2,ADS,ADS4,12,4.9,4.9,noerror,NA,NA
babylab-potsdam,b7145,2,IDS,IDS6,13,6.54,6.54,noerror,NA,NA
babylab-potsdam,b7145,2,ADS,ADS6,14,3.082,3.082,noerror,NA,NA
babylab-potsdam,b7145,2,IDS,IDS8,15,5.292,5.292,noerror,NA,NA
babylab-potsdam,b7145,2,ADS,ADS8,16,6.301,6.301,noerror,NA,NA
babylab-potsdam,b7146,1,training,train1,-2,17.313,18,noerror,NA,NA
babylab-potsdam,b7146,1,training,train2,-1,16.121,18,noerror,NA,NA
babylab-potsdam,b7146,1,IDS,IDS5,1,17.361,18,noerror,NA,NA
babylab-potsdam,b7146,1,ADS,ADS5,2,13.669,18,noerror,NA,NA
babylab-potsdam,b7146,1,ADS,ADS7,3,9.077,11.318,noerror,NA,NA
babylab-potsdam,b7146,1,IDS,IDS7,4,14.082,16.02,noerror,NA,NA
babylab-potsdam,b7146,1,ADS,ADS1,5,8.708,11.142,noerror,NA,NA
babylab-potsdam,b7146,1,IDS,IDS1,6,3.06,3.06,noerror,NA,NA
babylab-potsdam,b7146,1,ADS,ADS3,7,4.528,5.782,noerror,NA,NA
babylab-potsdam,b7146,1,IDS,IDS3,8,5.938,7.1,noerror,NA,NA
babylab-potsdam,b7146,1,ADS,ADS2,9,2.908,2.908,noerror,NA,NA
babylab-potsdam,b7146,1,IDS,IDS2,10,15.111,16.344,noerror,NA,NA
babylab-potsdam,b7146,1,IDS,IDS4,11,3.174,3.174,noerror,NA,NA
babylab-potsdam,b7146,1,ADS,ADS4,12,5.805,7.567,noerror,NA,NA
babylab-potsdam,b7146,1,IDS,IDS6,13,12.771,12.771,noerror,NA,NA
babylab-potsdam,b7146,1,ADS,ADS6,14,2.625,2.625,noerror,NA,NA
babylab-potsdam,b7146,1,IDS,IDS8,15,3.656,3.656,noerror,NA,NA
babylab-potsdam,b7146,1,ADS,ADS8,16,10.958,13.289,noerror,NA,NA
babylab-potsdam,b7146,2,training,train1,-2,15.266,18,noerror,NA,NA
babylab-potsdam,b7146,2,training,train2,-1,18,18,noerror,NA,NA
babylab-potsdam,b7146,2,IDS,IDS5,1,12.118,15.004,noerror,NA,NA
babylab-potsdam,b7146,2,ADS,ADS5,2,17.288,18,noerror,NA,NA
babylab-potsdam,b7146,2,ADS,ADS7,3,16.581,18.001,noerror,NA,NA
babylab-potsdam,b7146,2,IDS,IDS7,4,4.716,6.552,noerror,NA,NA
babylab-potsdam,b7146,2,ADS,ADS1,5,13.488,18,noerror,NA,NA
babylab-potsdam,b7146,2,IDS,IDS1,6,10.622,14.844,noerror,NA,NA
babylab-potsdam,b7146,2,ADS,ADS3,7,3.057,3.057,noerror,NA,NA
babylab-potsdam,b7146,2,IDS,IDS3,8,6.166,7.857,noerror,NA,NA
babylab-potsdam,b7146,2,ADS,ADS2,9,2.617,2.617,noerror,NA,NA
babylab-potsdam,b7146,2,IDS,IDS2,10,7.921,9.673,noerror,NA,NA
babylab-potsdam,b7146,2,IDS,IDS4,11,2.833,2.833,noerror,NA,NA
babylab-potsdam,b7146,2,ADS,ADS4,12,2.141,2.141,noerror,NA,NA
babylab-potsdam,b7146,2,IDS,IDS6,13,2.38,2.38,noerror,NA,NA
babylab-potsdam,b7146,2,ADS,ADS6,14,5.245,5.245,noerror,NA,NA
babylab-potsdam,b7146,2,IDS,IDS8,15,9.437,11.126,noerror,NA,NA
babylab-potsdam,b7146,2,ADS,ADS8,16,11.657,15.474,noerror,NA,NA
babylab-potsdam,b7147,1,training,train2,-2,15.818,17.877,noerror,NA,NA
babylab-potsdam,b7147,1,training,train1,-1,7.467,9.395,noerror,NA,NA
babylab-potsdam,b7147,1,ADS,ADS5,1,15.571,17.154,noerror,NA,NA
babylab-potsdam,b7147,1,IDS,IDS5,2,10.725,12.348,noerror,NA,NA
babylab-potsdam,b7147,1,IDS,IDS7,3,14.699,18,noerror,NA,NA
babylab-potsdam,b7147,1,ADS,ADS7,4,8.375,9.917,noerror,NA,NA
babylab-potsdam,b7147,1,IDS,IDS1,5,12.352,16.907,noerror,NA,NA
babylab-potsdam,b7147,1,ADS,ADS1,6,3.28,3.28,noerror,NA,NA
babylab-potsdam,b7147,1,IDS,IDS3,7,8.946,10.03,noerror,NA,NA
babylab-potsdam,b7147,1,ADS,ADS3,8,4.217,4.217,noerror,NA,NA
babylab-potsdam,b7147,1,IDS,IDS2,9,4.291,4.291,noerror,NA,NA
babylab-potsdam,b7147,1,ADS,ADS2,10,5.378,5.378,noerror,NA,NA
babylab-potsdam,b7147,1,ADS,ADS4,11,7.702,7.702,noerror,NA,NA
babylab-potsdam,b7147,1,IDS,IDS4,12,4.834,4.834,noerror,NA,NA
babylab-potsdam,b7147,1,ADS,ADS6,13,11.088,11.088,noerror,NA,NA
babylab-potsdam,b7147,1,IDS,IDS6,14,4.664,4.664,noerror,NA,NA
babylab-potsdam,b7147,1,ADS,ADS8,15,4.833,4.833,noerror,NA,NA
babylab-potsdam,b7147,1,IDS,IDS8,16,2.935,2.935,noerror,NA,NA
babylab-potsdam,b7147,2,training,train2,-2,8.224,8.224,noerror,NA,NA
babylab-potsdam,b7147,2,training,train1,-1,7.023,7.023,noerror,NA,NA
babylab-potsdam,b7147,2,ADS,ADS5,1,16.584,18,noerror,NA,NA
babylab-potsdam,b7147,2,IDS,IDS5,2,16.601,18,noerror,NA,NA
babylab-potsdam,b7147,2,IDS,IDS7,3,3.956,3.956,noerror,NA,NA
babylab-potsdam,b7147,2,ADS,ADS7,4,13.182,18.001,noerror,NA,NA
babylab-potsdam,b7147,2,IDS,IDS1,5,14.74,18.001,noerror,NA,NA
babylab-potsdam,b7147,2,ADS,ADS1,6,13.206,18,noerror,NA,NA
babylab-potsdam,b7147,2,IDS,IDS3,7,12.871,18,noerror,NA,NA
babylab-potsdam,b7147,2,ADS,ADS3,8,4.424,5.942,noerror,NA,NA
babylab-potsdam,b7147,2,IDS,IDS2,9,5.048,6.561,noerror,NA,NA
babylab-potsdam,b7147,2,ADS,ADS2,10,3.724,5.091,noerror,NA,NA
babylab-potsdam,b7147,2,ADS,ADS4,11,2.228,2.228,noerror,NA,NA
babylab-potsdam,b7147,2,IDS,IDS4,12,2.29,2.29,noerror,NA,NA
babylab-potsdam,b7147,2,ADS,ADS6,13,11.068,17.979,noerror,NA,NA
babylab-potsdam,b7147,2,IDS,IDS6,14,2.877,3.754,noerror,NA,NA
babylab-potsdam,b7147,2,ADS,ADS8,15,2.964,2.964,noerror,NA,NA
babylab-potsdam,b7147,2,IDS,IDS8,16,12.979,18,noerror,NA,NA
babylab-potsdam,b7149,1,training,train1,-2,11.628,11.628,noerror,NA,NA
babylab-potsdam,b7149,1,training,train2,-1,9.845,14.564,noerror,NA,NA
babylab-potsdam,b7149,1,IDS,IDS1,1,16.115,18.001,noerror,NA,NA
babylab-potsdam,b7149,1,ADS,ADS1,2,13.303,17.159,noerror,NA,NA
babylab-potsdam,b7149,1,IDS,IDS2,3,5.283,5.898,noerror,NA,NA
babylab-potsdam,b7149,1,ADS,ADS2,4,13.248,18,noerror,NA,NA
babylab-potsdam,b7149,1,ADS,ADS3,5,3.946,3.946,noerror,NA,NA
babylab-potsdam,b7149,1,IDS,IDS3,6,8.542,9.874,noerror,NA,NA
babylab-potsdam,b7149,1,IDS,IDS4,7,11.655,11.655,noerror,NA,NA
babylab-potsdam,b7149,1,ADS,ADS4,8,13.921,18,noerror,NA,NA
babylab-potsdam,b7149,1,ADS,ADS5,9,8.928,8.928,noerror,NA,NA
babylab-potsdam,b7149,1,IDS,IDS5,10,6.238,8.097,noerror,NA,NA
babylab-potsdam,b7149,1,ADS,ADS6,11,6.147,6.81,noerror,NA,NA
babylab-potsdam,b7149,1,IDS,IDS6,12,10.802,14.423,noerror,NA,NA
babylab-potsdam,b7149,1,IDS,IDS7,13,8.716,11.456,noerror,NA,NA
babylab-potsdam,b7149,1,ADS,ADS7,14,6.682,7.319,noerror,NA,NA
babylab-potsdam,b7149,1,ADS,ADS8,15,3.882,3.882,noerror,NA,NA
babylab-potsdam,b7149,1,IDS,IDS8,16,5.76,5.76,noerror,NA,NA
babylab-potsdam,b7149,2,training,train1,-2,12.332,16.308,noerror,NA,NA
babylab-potsdam,b7149,2,training,train2,-1,5.821,6.923,noerror,NA,NA
babylab-potsdam,b7149,2,IDS,IDS1,1,14.349,18.001,noerror,NA,NA
babylab-potsdam,b7149,2,ADS,ADS1,2,9.165,11.464,noerror,NA,NA
babylab-potsdam,b7149,2,IDS,IDS2,3,3.236,3.236,noerror,NA,NA
babylab-potsdam,b7149,2,ADS,ADS2,4,6.19,7.769,noerror,NA,NA
babylab-potsdam,b7149,2,ADS,ADS3,5,2.747,2.747,noerror,NA,NA
babylab-potsdam,b7149,2,IDS,IDS3,6,6.442,7.683,noerror,NA,NA
babylab-potsdam,b7149,2,IDS,IDS4,7,3.375,4.592,noerror,NA,NA
babylab-potsdam,b7149,2,ADS,ADS4,8,2.152,2.152,noerror,NA,NA
babylab-potsdam,b7149,2,ADS,ADS5,9,2.128,2.128,noerror,NA,NA
babylab-potsdam,b7149,2,IDS,IDS5,10,3.749,3.749,noerror,NA,NA
babylab-potsdam,b7149,2,ADS,ADS6,11,2.751,2.751,noerror,NA,NA
babylab-potsdam,b7149,2,IDS,IDS6,12,1.633,1.633,noerror,NA,NA
babylab-potsdam,b7149,2,IDS,IDS7,13,4.112,4.112,noerror,NA,NA
babylab-potsdam,b7149,2,ADS,ADS7,14,3.097,3.097,noerror,NA,NA
babylab-potsdam,b7149,2,ADS,ADS8,15,4.048,4.837,noerror,NA,NA
babylab-potsdam,b7149,2,IDS,IDS8,16,2.756,2.756,noerror,NA,NA
babylab-potsdam,b7151,1,training,train1,-2,12.007,12.007,noerror,NA,NA
babylab-potsdam,b7151,1,training,train2,-1,11.624,14.005,noerror,NA,NA
babylab-potsdam,b7151,1,IDS,IDS1,1,12.044,12.044,noerror,NA,NA
babylab-potsdam,b7151,1,ADS,ADS1,2,14.903,17.57,noerror,NA,NA
babylab-potsdam,b7151,1,IDS,IDS2,3,16.168,18.001,noerror,NA,NA
babylab-potsdam,b7151,1,ADS,ADS2,4,5.534,5.534,noerror,NA,NA
babylab-potsdam,b7151,1,ADS,ADS3,5,12.257,15.013,noerror,NA,NA
babylab-potsdam,b7151,1,IDS,IDS3,6,5.739,5.739,noerror,NA,NA
babylab-potsdam,b7151,1,IDS,IDS4,7,12.285,14.801,noerror,NA,NA
babylab-potsdam,b7151,1,ADS,ADS4,8,3.272,3.272,noerror,NA,NA
babylab-potsdam,b7151,1,ADS,ADS5,9,3.608,3.608,noerror,NA,NA
babylab-potsdam,b7151,1,IDS,IDS5,10,10.169,11.249,noerror,NA,NA
babylab-potsdam,b7151,1,ADS,ADS6,11,2.629,2.629,noerror,NA,NA
babylab-potsdam,b7151,1,IDS,IDS6,12,15.151,18.001,noerror,NA,NA
babylab-potsdam,b7151,1,IDS,IDS7,13,4.53,4.53,noerror,NA,NA
babylab-potsdam,b7151,1,ADS,ADS7,14,3.399,3.399,noerror,NA,NA
babylab-potsdam,b7151,1,ADS,ADS8,15,2.238,2.238,noerror,NA,NA
babylab-potsdam,b7151,1,IDS,IDS8,16,2.977,3.629,noerror,NA,NA
babylab-potsdam,b7151,2,training,train1,-2,16.166,18,noerror,NA,NA
babylab-potsdam,b7151,2,training,train2,-1,9.294,10.175,noerror,NA,NA
babylab-potsdam,b7151,2,IDS,IDS1,1,14.533,18.001,noerror,NA,NA
babylab-potsdam,b7151,2,ADS,ADS1,2,13.858,17.057,noerror,NA,NA
babylab-potsdam,b7151,2,IDS,IDS2,3,6.045,6.913,noerror,NA,NA
babylab-potsdam,b7151,2,ADS,ADS2,4,6.855,8.04,noerror,NA,NA
babylab-potsdam,b7151,2,ADS,ADS3,5,9.22,11.508,noerror,NA,NA
babylab-potsdam,b7151,2,IDS,IDS3,6,3.069,3.069,noerror,NA,NA
babylab-potsdam,b7151,2,IDS,IDS4,7,3.357,5.15,noerror,NA,NA
babylab-potsdam,b7151,2,ADS,ADS4,8,1.712,1.712,noerror,NA,NA
babylab-potsdam,b7151,2,ADS,ADS5,9,4.434,4.434,noerror,NA,NA
babylab-potsdam,b7151,2,IDS,IDS5,10,14.847,18,noerror,NA,offline correction - experimenter error - subtraction of 366 ms based on logsheet and video- child was not looking
babylab-potsdam,b7151,2,ADS,ADS6,11,2.898,2.898,noerror,NA,NA
babylab-potsdam,b7151,2,IDS,IDS6,12,13.508,18,noerror,NA,NA
babylab-potsdam,b7151,2,IDS,IDS7,13,9.799,11.305,noerror,NA,NA
babylab-potsdam,b7151,2,ADS,ADS7,14,1.918,1.918,noerror,NA,NA
babylab-potsdam,b7151,2,ADS,ADS8,15,4.901,6.088,noerror,NA,NA
babylab-potsdam,b7151,2,IDS,IDS8,16,5.773,7.639,noerror,NA,NA
babylab-potsdam,b7155,1,training,train2,-2,6.851,6.851,noerror,NA,NA
babylab-potsdam,b7155,1,training,train1,-1,7.211,7.211,noerror,NA,NA
babylab-potsdam,b7155,1,ADS,ADS5,1,16.383,18,noerror,NA,NA
babylab-potsdam,b7155,1,IDS,IDS5,2,12.262,13.557,noerror,NA,NA
babylab-potsdam,b7155,1,IDS,IDS7,3,14.123,17.085,noerror,NA,offline correction - experimenter error - subtraction of 590 ms based on logsheet and video- child was not looking
babylab-potsdam,b7155,1,ADS,ADS7,4,17.227,18.001,noerror,NA,NA
babylab-potsdam,b7155,1,IDS,IDS1,5,16.937,18.001,noerror,NA,NA
babylab-potsdam,b7155,1,ADS,ADS1,6,17.711,17.711,noerror,NA,NA
babylab-potsdam,b7155,1,IDS,IDS3,7,13.149,17.829,noerror,NA,baby was distracted
babylab-potsdam,b7155,1,ADS,ADS3,8,7.883,8.397,noerror,NA,baby was distracted
babylab-potsdam,b7155,1,IDS,IDS2,9,17.998,17.998,noerror,NA,baby was distracted
babylab-potsdam,b7155,1,ADS,ADS2,10,3.002,7.672,noerror,NA,offline correction - experimenter error - subtraction of 2424 ms based on logsheet and video- child was not looking at the beginning of the trial
babylab-potsdam,b7155,1,ADS,ADS4,11,16.442,17.238,noerror,NA,NA
babylab-potsdam,b7155,1,IDS,IDS4,12,9.736,10.428,noerror,NA,NA
babylab-potsdam,b7155,1,ADS,ADS6,13,13.103,14.405,noerror,NA,NA
babylab-potsdam,b7155,1,IDS,IDS6,14,4.81,4.81,noerror,NA,NA
babylab-potsdam,b7155,1,ADS,ADS8,15,4.418,4.418,noerror,NA,NA
babylab-potsdam,b7155,1,IDS,IDS8,16,6.34,6.34,noerror,NA,NA
babylab-potsdam,b7155,2,training,train2,-2,16.643,18,noerror,NA,NA
babylab-potsdam,b7155,2,training,train1,-1,16.989,16.989,noerror,NA,NA
babylab-potsdam,b7155,2,ADS,ADS5,1,18,18,noerror,NA,NA
babylab-potsdam,b7155,2,IDS,IDS5,2,17.332,18,noerror,NA,NA
babylab-potsdam,b7155,2,IDS,IDS7,3,13.799,14.735,noerror,NA,NA
babylab-potsdam,b7155,2,ADS,ADS7,4,17.28,18.001,noerror,NA,NA
babylab-potsdam,b7155,2,IDS,IDS1,5,11.48,11.48,noerror,NA,NA
babylab-potsdam,b7155,2,ADS,ADS1,6,16.392,18,noerror,NA,NA
babylab-potsdam,b7155,2,IDS,IDS3,7,4.664,6.744,noerror,NA,offline correction - experimenter error - subtraction of 2080 ms based on logsheet and video- child was not looking at the beginning of the trial
babylab-potsdam,b7155,2,ADS,ADS3,8,7.544,7.544,noerror,NA,NA
